entry_id,producer_id,asset_id,timestamp,field_name,field_value,auto_populated,manual_time_sec
ME-0204,PRD-005,AST-006002,2026-03-02T15:07:45.778Z,synopsis,Archaeological discoveries reveal everyday life in Roman-era Britain,No,45
ME-0205,PRD-005,AST-006002,2026-03-02T15:09:30.890Z,keywords,documentary;history;roman;britain;archaeology;ancient,No,28
ME-0206,PRD-001,AST-001008,2026-03-04T08:08:45.112Z,title,The Golden Hour - S03E08 - Reckoning,Yes,0
ME-0207,PRD-001,AST-001008,2026-03-04T08:09:30.334Z,episode_number,S03E08,Yes,0
ME-0208,PRD-001,AST-001008,2026-03-04T08:10:15.556Z,air_date,2026-04-29,No,12
ME-0209,PRD-001,AST-001008,2026-03-04T08:11:00.778Z,runtime,45:30,Yes,0
ME-0210,PRD-001,AST-001008,2026-03-04T08:12:00.890Z,genre,Drama,Yes,0
ME-0211,PRD-001,AST-001008,2026-03-04T08:13:30.112Z,content_rating,TV-14,No,18
ME-0212,PRD-001,AST-001008,2026-03-04T08:15:00.334Z,director,Sarah Mitchell,No,8
ME-0213,PRD-001,AST-001008,2026-03-04T08:16:30.556Z,writer,James Chen,No,6
ME-0214,PRD-001,AST-001008,2026-03-04T08:18:00.778Z,cast_primary,Alex Rivera; Emma Stone; Michael Park,No,22
ME-0215,PRD-001,AST-001008,2026-03-04T08:20:30.890Z,synopsis,Rivera confronts the mastermind in a tense reckoning that changes everything,No,55
ME-0216,PRD-001,AST-001008,2026-03-04T08:23:00.112Z,keywords,drama;reckoning;confrontation;mastermind;detective;finale,No,38
ME-0217,PRD-025,AST-001008,2026-03-04T08:25:00.334Z,resolution,3840x2160,Yes,0
ME-0218,PRD-025,AST-001008,2026-03-04T08:25:30.556Z,frame_rate,23.976fps,Yes,0
ME-0219,PRD-025,AST-001008,2026-03-04T08:26:00.778Z,codec,ProRes 4444,Yes,0
ME-0220,PRD-001,AST-001008,2026-03-04T08:27:30.890Z,music_cues,16,No,22
ME-0221,PRD-015,AST-005005,2026-03-04T08:25:45.112Z,title,Future Forward - S02E11 - Dark Matter,Yes,0
ME-0222,PRD-015,AST-005005,2026-03-04T08:26:30.334Z,episode_number,S02E11,Yes,0
ME-0223,PRD-015,AST-005005,2026-03-04T08:27:15.556Z,vfx_shots_count,55,No,18
ME-0224,PRD-025,AST-005005,2026-03-04T08:28:00.778Z,runtime,57:30,Yes,0
ME-0225,PRD-025,AST-005005,2026-03-04T08:28:30.890Z,genre,Sci-Fi,Yes,0
ME-0226,PRD-015,AST-005005,2026-03-04T08:30:00.112Z,director,Ava DuVernay,No,8
ME-0227,PRD-015,AST-005005,2026-03-04T08:31:30.334Z,synopsis,A dark matter anomaly threatens to engulf the station — the crew races against time,No,58
ME-0228,PRD-025,AST-005005,2026-03-04T08:33:00.556Z,resolution,3840x2160,Yes,0
ME-0229,PRD-025,AST-005005,2026-03-04T08:33:30.778Z,hdr_format,Dolby Vision,Yes,0
ME-0230,PRD-015,AST-005005,2026-03-04T08:35:00.890Z,music_cues,22,No,28
ME-0231,PRD-002,AST-002009,2026-03-04T09:00:30.112Z,title,Laugh Track - S05E14 - All In,Yes,0
ME-0232,PRD-002,AST-002009,2026-03-04T09:01:15.334Z,episode_number,S05E14,Yes,0
ME-0233,PRD-002,AST-002009,2026-03-04T09:02:00.556Z,genre,Comedy,Yes,0
ME-0234,PRD-002,AST-002009,2026-03-04T09:02:45.778Z,runtime,22:48,Yes,0
ME-0235,PRD-002,AST-002009,2026-03-04T09:03:30.890Z,content_rating,TV-PG,No,12
ME-0236,PRD-002,AST-002009,2026-03-04T09:04:45.112Z,synopsis,Jake goes all in — literally — turning the apartment into a makeshift casino,No,42
ME-0237,PRD-002,AST-002009,2026-03-04T09:06:30.334Z,keywords,comedy;casino;apartment;all in;gambling;friends,No,28
ME-0238,PRD-009,AST-004004,2026-03-04T09:25:30.556Z,title,Cold Case Files Revisited - S01E04 - The Bridge,Yes,0
ME-0239,PRD-024,AST-004004,2026-03-04T09:26:00.778Z,episode_number,S01E04,Yes,0
ME-0240,PRD-024,AST-004004,2026-03-04T09:26:45.890Z,genre,True Crime,Yes,0
ME-0241,PRD-024,AST-004004,2026-03-04T09:27:30.112Z,runtime,50:45,Yes,0
ME-0242,PRD-024,AST-004004,2026-03-04T09:28:15.334Z,content_rating,TV-MA,No,15
ME-0243,PRD-024,AST-004004,2026-03-04T09:29:30.556Z,narrator,Keanu Reeves,No,8
ME-0244,PRD-024,AST-004004,2026-03-04T09:31:00.778Z,synopsis,A bridge collapse 20 years ago hid a darker crime beneath the rubble,No,48
ME-0245,PRD-006,AST-009006,2026-03-04T09:49:00.890Z,title,Secret Lives - S02E05 - Revelations,Yes,0
ME-0246,PRD-006,AST-009006,2026-03-04T09:49:45.112Z,episode_number,S02E05,Yes,0
ME-0247,PRD-006,AST-009006,2026-03-04T09:50:30.334Z,genre,True Crime,Yes,0
ME-0248,PRD-006,AST-009006,2026-03-04T09:51:15.556Z,runtime,47:22,Yes,0
ME-0249,PRD-006,AST-009006,2026-03-04T09:52:00.778Z,content_rating,TV-MA,No,15
ME-0250,PRD-006,AST-009006,2026-03-04T09:53:30.890Z,archival_footage_count,21,No,20
ME-0251,PRD-006,AST-009006,2026-03-04T09:55:00.112Z,synopsis,Shocking revelations emerge as a decades-long cover-up begins to unravel,No,50
ME-0252,PRD-016,AST-008004,2026-03-04T09:32:15.334Z,title,Home Makeover Magic - S03E06 - Mid-Century Modern,Yes,0
ME-0253,PRD-016,AST-008004,2026-03-04T09:33:00.556Z,episode_number,S03E06,Yes,0
